id;group;subgroup;germanName;latinName;habitat;distribution;rarity
fisch_grosses_petermaennchen;Fische;Meeresfische und Neunaugen;Grosses Petermännchen;Trachinus draco;;;
fisch_haarbutt;Fische;Meeresfische und Neunaugen;Haarbutt;Zeugopterus punctatus;;;
fisch_heilbutt;Fische;Meeresfische und Neunaugen;Heilbutt;Hippoglossus hippoglossus;;;
fisch_heringskoenig;Fische;Meeresfische und Neunaugen;Heringskönig, Petersfisch;Zeus faber;;;
fisch_holzmakrele;Fische;Meeresfische und Neunaugen;Holzmakrele, Stöcker;Trachurus trachurus;;;
fisch_hornhecht;Fische;Meeresfische und Neunaugen;Hornhecht;Belone belone;;;
fisch_hundszunge;Fische;Meeresfische und Neunaugen;Hundszunge;Glyptocephalus cynoglossus;;;
fisch_kabeljau;Fische;Meeresfische und Neunaugen;Kabeljau, Dorsch;Gadus morhua;;;
fisch_kleine_schlangennadel;Fische;Meeresfische und Neunaugen;Kleine Schlangennadel;Nerophis ophidion;;;
fisch_kleine_seenadel;Fische;Meeresfische und Neunaugen;Kleine Seenadel;Syngnathus rostellatus;;;
fisch_kleiner_rotbarsch;Fische;Meeresfische und Neunaugen;Kleiner Rotbarsch;Sebastes viviparus;;;
fisch_kleiner_sandaal;Fische;Meeresfische und Neunaugen;Kleiner Sandaal;Ammodytes tobianus;;;
fisch_kleiner_scheibenbauch;Fische;Meeresfische und Neunaugen;Kleiner Scheibenbauch;Liparis montagui;;;
fisch_kleines_petermaennchen;Fische;Meeresfische und Neunaugen;Kleines Petermännchen;Echiichthys vipera;;;
fisch_kliesche;Fische;Meeresfische und Neunaugen;Kliesche, Scharbe;Limanda limanda;;;
fisch_klippenbarsch;Fische;Meeresfische und Neunaugen;Klippenbarsch;Ctenolabrus rupestris;;;
fisch_kristallgrundel;Fische;Meeresfische und Neunaugen;Kristallgrundel;Crystallogobius linearis;;;
fisch_kurzschnaeuziges_seepferdchen;Fische;Meeresfische und Neunaugen;Kurzschnäuziges Seepferdchen;Maurolicus muelleri;;;
fisch_lammzunge;Fische;Meeresfische und Neunaugen;Lammzunge;Arnoglossus laterna;;;
fisch_leng;Fische;Meeresfische und Neunaugen;Leng;Molva molva;;;
fisch_lozanos_grundel;Fische;Meeresfische und Neunaugen;Lozanos Grundel;Pomatoschistus lozanoi;;;
fisch_makrelenhecht;Fische;Meeresfische und Neunaugen;Makrelenhecht;Scomberesox saurus;;;
fisch_meeraal;Fische;Meeresfische und Neunaugen;Meeraal;Conger conger;;;
fisch_mondfisch;Fische;Meeresfische und Neunaugen;Mondfisch;Mola mola;;;
fisch_nacktsandaal;Fische;Meeresfische und Neunaugen;Nacktsandaal;Gymnammodytes semisquamatus;;;
fisch_norwegergrundel;Fische;Meeresfische und Neunaugen;Norwegergrundel;Pomatoschistus norvegicus;;;
fisch_noerdliche_fuenfbaertelige_seequappe;Fische;Meeresfische und Neunaugen;Nördliche Fünfbärtelige Seequappe;Ciliata septentrionalis;;;
fisch_seequappe_ornamentleierfisch;Fische;Meeresfische und Neunaugen;Seequappe Ornamentleierfisch;Sarda sarda;;;
fisch_pollack;Fische;Meeresfische und Neunaugen;Pollack, Steinköhler;Pollachius pollachius;;;
fisch_roter_knurrhahn;Fische;Meeresfische und Neunaugen;Roter Knurrhahn;Chelidonichthys lucerna;;;
fisch_roter_thun;Fische;Meeresfische und Neunaugen;Roter Thun;Thunnus thynnus;;;
fisch_rotzunge;Fische;Meeresfische und Neunaugen;Rotzunge, Limande;Microstomus kitt;;;
fisch_sandaal;Fische;Meeresfische und Neunaugen;Sandaal;Ammodytes marinus;;;
fisch_sandgrundel;Fische;Meeresfische und Neunaugen;Sandgrundel;Pomatoschistus minutus;;;
fisch_sandzunge;Fische;Meeresfische und Neunaugen;Sandzunge;Pegusa lascaris;;;
fisch_sardelle;Fische;Meeresfische und Neunaugen;Sardelle;Engraulis encrasicolus;;;
fisch_sardine;Fische;Meeresfische und Neunaugen;Sardine;Sardina pilchardus;;;
fisch_schan;Fische;Meeresfische und Neunaugen;Schan;Lipophrys pholis;;;
fisch_schellfisch;Fische;Meeresfische und Neunaugen;Schellfisch;Melanogrammus aeglefinus;;;
fisch_scholle;Fische;Meeresfische und Neunaugen;Scholle;Pleuronectes platessa;;;
fisch_schwarzgrundel;Fische;Meeresfische und Neunaugen;Schwarzgrundel;Gobius niger;;;
fisch_schwertfisch;Fische;Meeresfische und Neunaugen;Schwertfisch;Xiphias gladius;;;
fisch_schwimmgrundel;Fische;Meeresfische und Neunaugen;Schwimmgrundel;Pomatoschistus flavescens;;;
fisch_seebull;Fische;Meeresfische und Neunaugen;Seebull;Taurulus bubalis;;;
fisch_seehase;Fische;Meeresfische und Neunaugen;Seehase;Cyclopterus lumpus;;;
fisch_seehecht;Fische;Meeresfische und Neunaugen;Seehecht;Merluccius merluccius;;;
fisch_seekuckuck;Fische;Meeresfische und Neunaugen;Seekuckuck;Chelidonichthys cuculus;;;
fisch_seelachs;Fische;Meeresfische und Neunaugen;Seelachs, Köhler;Pollachius virens;;;
fisch_seeskorpion;Fische;Meeresfische und Neunaugen;Seeskorpion;Myoxocephalus scorpius;;;
fisch_seestichling;Fische;Meeresfische und Neunaugen;Seestichling;Spinachia spinachia;;;
fisch_seeteufel;Fische;Meeresfische und Neunaugen;Seeteufel;Lophius piscatorius;;;
fisch_seezunge;Fische;Meeresfische und Neunaugen;Seezunge;Solea solea;;;
fisch_spitzschwaenziger_bandfisch;Fische;Meeresfische und Neunaugen;Spitzschwänziger Bandfisch;Lumpenus lampretaeformis;;;
fisch_sprotte;Fische;Meeresfische und Neunaugen;Sprotte;Sprattus sprattus;;;
fisch_stachelruecken_schleimfisch;Fische;Meeresfische und Neunaugen;Stachelrücken-Schleimfisch;Chirolophis ascanii;;;
fisch_steinbutt;Fische;Meeresfische und Neunaugen;Steinbutt;Scophthalmus maximus;;;
fisch_steinpicker;Fische;Meeresfische und Neunaugen;Steinpicker;Agonus cataphractus;;;
fisch_stintdorsch;Fische;Meeresfische und Neunaugen;Stintdorsch;Trisopterus esmarkii;;;
fisch_strandgrundel;Fische;Meeresfische und Neunaugen;Strandgrundel;Pomatoschistus microps;;;
fisch_streifenbarbe;Fische;Meeresfische und Neunaugen;Streifenbarbe;Mullus surmuletus;;;
fisch_streifenzunge;Fische;Meeresfische und Neunaugen;Streifenzunge;Microchirus variegatus;;;
fisch_ungefleckter_grosser_sandaal;Fische;Meeresfische und Neunaugen;Ungefleckter Grosser Sandaal;Hyperoplus immaculatus;;;
fisch_vahls_wolfsfisch;Fische;Meeresfische und Neunaugen;Vahls Wolfsfisch;Lycodes gracilis;;;
fisch_vierbaertelige_seequappe;Fische;Meeresfische und Neunaugen;Vierbärtelige Seequappe;Enchelyopus cimbrius;;;
fisch_wittling;Fische;Meeresfische und Neunaugen;Wittling;Merlangius merlangus;;;
fisch_wolfsbarsch;Fische;Meeresfische und Neunaugen;Wolfsbarsch, Seebarsch;Dicentrarchus labrax;;;
fisch_zwergbutt;Fische;Meeresfische und Neunaugen;Zwergbutt;Phrynorhombus norvegicus;;;
fisch_zwergdorsch;Fische;Meeresfische und Neunaugen;Zwergdorsch;Trisopterus minutus;;;
fisch_zwergseeskorpion;Fische;Meeresfische und Neunaugen;Zwergseeskorpion;Micrenophrys lilljeborgii;;;
fisch_zwergzunge;Fische;Meeresfische und Neunaugen;Zwergzunge, Glaszunge;Buglossidium luteum;;;
amphibie_bergmolch;Amphibien;Schwanzlurche;Bergmolch;Ichthyosaura alpestris;;;
amphibie_fadenmolch;Amphibien;Schwanzlurche;Fadenmolch;Lissotriton helveticus;;;
amphibie_teichmolch;Amphibien;Schwanzlurche;Teichmolch;Lissotriton vulgaris;;;
amphibie_alpensalamander;Amphibien;Schwanzlurche;Alpensalamander;Salamandra atra;;;
amphibie_feuersalamander;Amphibien;Schwanzlurche;Feürsalamander;Salamandra salamandra;;;
amphibie_kammmolch;Amphibien;Schwanzlurche;Kammmolch;Triturus cristatus;;;
amphibie_geburtshelferkroete;Amphibien;Froschlurche;Geburtshelferkröte;Alytes obstetricans;;;
amphibie_gelbbauchunke;Amphibien;Froschlurche;Gelbbauchunke;Bombina variegata;;;
amphibie_rotbauchunke;Amphibien;Froschlurche;Rotbauchunke;Bombina bombina;;;
amphibie_erdkroete;Amphibien;Froschlurche;Erdkröte;Bufo bufo;;;
amphibie_wechselkroete;Amphibien;Froschlurche;Wechselkröte;Bufotes viridis;;;
amphibie_kreuzkroete;Amphibien;Froschlurche;Kreuzkröte;Epidalea calamita;;;
amphibie_laubfrosch;Amphibien;Froschlurche;Laubfrosch;Hyla arborea;;;
amphibie_nordamerikanischer_ochsenfrosch;Amphibien;Froschlurche;Nordamerikanischer Ochsenfrosch;Lithobates catesbeianus;;;
amphibie_knoblauchkroete;Amphibien;Froschlurche;Knoblauchkröte;Pelobates fuscus;;;
amphibie_teichfrosch;Amphibien;Froschlurche;Teichfrosch;Pelophylax esculentus;;;
amphibie_kleiner_wasserfrosch;Amphibien;Froschlurche;Kleiner Wasserfrosch;Pelophylax lessonae;;;
amphibie_seefrosch;Amphibien;Froschlurche;Seefrosch;Pelophylax ridibundus;;;
amphibie_moorfrosch;Amphibien;Froschlurche;Moorfrosch;Rana arvalis;;;
amphibie_springfrosch;Amphibien;Froschlurche;Springfrosch;Rana dalmatina;;;
amphibie_grasfrosch;Amphibien;Froschlurche;Grasfrosch;Rana temporaria;;;
reptil_europaeische_sumpfschildkroete;Reptilien;Schildkröten;Europäische Sumpfschildkröte;Emys orbicularis;;;
reptil_westliche_blindschleiche;Reptilien;Echsen;Westliche Blindschleiche;Anguis fragilis;;;
reptil_zauneidechse;Reptilien;Echsen;Zauneidechse;Lacerta agilis;;;
reptil_westliche_smaragdeidechse;Reptilien;Echsen;Westliche Smaragdeidechse;Lacerta bilineata;;;
reptil_oestliche_smaragdeidechse;Reptilien;Echsen;Östliche Smaragdeidechse;Lacerta viridis;;;
reptil_mauereidechse;Reptilien;Echsen;Maüreidechse;Podarcis muralis;;;
reptil_waldeidechse;Reptilien;Echsen;Waldeidechse;Zootoca vivipara;;;
reptil_schlingnatter;Reptilien;Schlangen;Schlingnatter;Coronella austriaca;;;
reptil_ringelnatter;Reptilien;Schlangen;Ringelnatter;Natrix natrix;;;
reptil_barren_ringelnatter;Reptilien;Schlangen;Barren-Ringelnatter;Natrix helvetica;;;
reptil_wuerfelnatter;Reptilien;Schlangen;Würfelnatter;Natrix tessellata;;;
reptil_aspisviper;Reptilien;Schlangen;Aspisviper;Vipera aspis;;;
reptil_kreuzotter;Reptilien;Schlangen;Kreuzotter;Vipera berus;;;
reptil_aeskulapnatter;Reptilien;Schlangen;Äskulapnatter;Zamenis longissimus;;;
